Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
SKQ201810S,KOD5,B,2018-04-19T18:35:44,-150.7607,57.786,87,3,3.29,4,1,E,0.47,0.25,76.94,9.54,3.10,18.79,1
SKQ201810S,KOD5,B,2018-04-19T18:35:44,-150.7607,57.786,87,3,3.29,4,0.5,E,0.47,0.25,66.17,9.54,2.96,15.06,1
SKQ201810S,KOD5,B,2018-04-19T18:33:23,-150.7607,57.786,87,3,5.47,3,0.3,E,0.46,0.24,77.55,9.54,2.40,12.44,1
SKQ201810S,KOD5,B,2018-04-19T18:31:40,-150.7607,57.786,87,3,8.88,2,0.1,E,0.39,0.21,77.86,9.54,1.94,8.13,1
SKQ201810S,KOD5,B,2018-04-19T18:29:47,-150.7607,57.786,87,3,11.88,1,0.05,E,0.37,0.21,75.24,9.53,1.35,2.46,1
SKQ201810S,KOD5,B,2018-04-19T18:35:44,-150.7607,57.786,87,3,3.29,4,0.5,E,0.47,0.25,39.37,9.54,1.10,0.09,1
SKQ201810S,KOD5,B,2018-04-19T18:35:44,-150.7607,57.786,87,3,3.29,4,0.5,U,0.47,0.25,112.87,0,1.08,0.47,1
SKQ201810S,PWSA,B,2018-04-22T22:31:49,-147.3985,60.8213,470,17,3.48,5,1,E,6.01,1.68,800.67,9.5,3.49,229.73,1
SKQ201810S,PWSA,B,2018-04-22T22:31:49,-147.3985,60.8213,470,17,3.48,5,0.5,E,6.01,1.68,845.13,9.5,2.59,151.88,1
SKQ201810S,PWSA,B,2018-04-22T22:30:03,-147.3985,60.8213,470,17,3.75,4,0.3,E,5.96,1.87,632.67,9.48,2.22,86.3,1
SKQ201810S,PWSA,B,2018-04-22T22:27:59,-147.3985,60.8213,470,17,7.2,3,0.1,E,6.06,1.72,666.76,9.42,2.68,128.11,1
SKQ201810S,PWSA,B,2018-04-22T22:26:27,-147.3985,60.8213,470,17,10.15,2,0.05,E,6.15,1.77,489.14,9.36,1.32,14.31,1
SKQ201810S,PWSA,B,2018-04-22T22:24:55,-147.3985,60.8213,470,17,14.74,1,0.01,E,7.22,0.86,453.24,9.28,1.21,7.11,1
SKQ201810S,PWSA,B,2018-04-22T22:31:49,-147.3985,60.8213,470,17,3.48,5,0.5,E,6.01,1.68,556.89,9.5,1.10,1.45,1
SKQ201810S,PWSA,B,2018-04-22T22:31:49,-147.3985,60.8213,470,17,3.48,5,0.5,U,6.01,1.68,452.98,0,1.08,0.63,1
SKQ201810S,PWS2,B,2018-04-23T18:37:25,-147.8027,60.536,728,22,2.56,6,1,E,3.67,0.99,365.65,9.46,3.63,114.56,1
SKQ201810S,PWS2,B,2018-04-23T18:35:46,-147.8027,60.536,728,22,2.98,5,0.5,E,3.24,1.17,355.34,9.43,3.31,97.3,1
SKQ201810S,PWS2,B,2018-04-23T18:34:21,-147.8027,60.536,728,22,6,4,0.3,E,3.29,1.07,324.39,9.38,2.71,65.26,1
SKQ201810S,PWS2,B,2018-04-23T18:32:56,-147.8027,60.536,728,22,11.06,3,0.1,E,3.14,1.18,279.3,9.36,2.55,50.89,1
SKQ201810S,PWS2,B,2018-04-23T18:31:07,-147.8027,60.536,728,22,14.3,2,0.05,E,3.21,1.23,303.75,9.27,1.40,11.98,1
SKQ201810S,PWS2,B,2018-04-23T18:29:43,-147.8027,60.536,728,22,21.45,1,0.01,E,2.96,1.44,310.63,9.25,1.13,1.59,1
SKQ201810S,PWS2,B,2018-04-23T18:35:46,-147.8027,60.536,728,22,2.98,5,0.5,E,3.24,1.17,145.52,9.43,1.11,0.44,1
SKQ201810S,PWS2,B,2018-04-23T18:35:46,-147.8027,60.536,728,22,2.98,5,0.5,U,3.24,1.17,339.99,0,1.09,0.38,1
SKQ201810S,MID2,B,2018-04-26T17:36:28,-145.6523,60.1002,118,37,3.02,5,1,E,0.68,0.54,172.12,9.54,2.74,32.77,1
SKQ201810S,MID2,B,2018-04-26T17:35:02,-145.6523,60.1002,118,37,5.93,4,0.5,E,0.74,0.71,332.06,9.53,2.10,38.83,1
SKQ201810S,MID2,B,2018-04-26T17:33:43,-145.6523,60.1002,118,37,10.8,3,0.3,E,0.71,0.74,161.5,9.54,2.40,24.57,1
SKQ201810S,MID2,B,2018-04-26T17:32:16,-145.6523,60.1002,118,37,20.85,2,0.1,E,0.9,0.78,156.94,9.53,2.38,23.52,1
SKQ201810S,MID2,B,2018-04-26T17:30:35,-145.6523,60.1002,118,37,27.28,1,0.05,E,0.87,0.79,119.4,9.52,1.58,6.85,1
SKQ201810S,MID2,B,2018-04-26T17:35:02,-145.6523,60.1002,118,37,5.93,4,0.5,E,0.74,0.71,84.36,9.53,1.10,0.18,1
SKQ201810S,MID2,B,2018-04-26T17:35:02,-145.6523,60.1002,118,37,5.93,4,0.5,U,0.74,0.71,90.96,0,1.09,0.55,1
SKQ201810S,MID5,B,2018-04-27T18:51:06,-146.097,59.6518,95,45,3.03,6,1,E,0.22,0.08,57.8,9.6,1.96,6.18,1
SKQ201810S,MID5,B,2018-04-27T18:49:30,-146.097,59.6518,95,45,6.09,5,0.5,E,0.21,0.1,55.51,9.6,2.02,6.34,1
SKQ201810S,MID5,B,2018-04-27T18:47:48,-146.097,59.6518,95,45,10.67,4,0.3,E,0.35,0.13,79.78,9.58,1.78,6.81,1
SKQ201810S,MID5,B,2018-04-27T18:46:08,-146.097,59.6518,95,45,19.97,3,0.1,E,0.44,0.18,75.97,9.59,2.07,9.14,1
SKQ201810S,MID5,B,2018-04-27T18:44:55,-146.097,59.6518,95,45,26.72,2,0.05,E,0.71,0.31,74.9,9.52,1.52,4.02,1
SKQ201810S,MID5,B,2018-04-27T18:43:20,-146.097,59.6518,95,45,41.38,1,0.01,E,0.78,0.46,57.34,9.48,1.22,0.97,1
SKQ201810S,MID5,B,2018-04-27T18:49:30,-146.097,59.6518,95,45,6.09,5,0.05,E,0.21,0.1,45.88,9.6,1.09,0.05,1
SKQ201810S,MID5,B,2018-04-27T18:49:30,-146.097,59.6518,95,45,6.09,5,0.05,U,0.21,0.1,70.39,0,1.09,0.79,1
SKQ201810S,CS2,B,2018-04-28T20:05:04,-143.892,59.7728,122,56,2.62,6,1,E,0.85,0.24,143.27,9.59,2.44,23.49,1
SKQ201810S,CS2,B,2018-04-28T20:03:41,-143.892,59.7728,122,56,4.76,5,0.5,E,1.19,0.49,220.58,9.54,2.01,24.74,1
SKQ201810S,CS2,B,2018-04-28T20:02:17,-143.892,59.7728,122,56,7.34,4,0.3,E,2.28,0.76,249.28,9.51,2.53,43.84,1
SKQ201810S,CS2,B,2018-04-28T20:01:01,-143.892,59.7728,122,56,13.44,3,0.1,E,2.32,0.87,173.63,9.51,2.06,20.62,1
SKQ201810S,CS2,B,2018-04-28T19:59:33,-143.892,59.7728,122,56,18.16,2,0.05,E,2.35,0.66,122.14,9.51,1.45,5.42,1
SKQ201810S,CS2,B,2018-04-28T19:58:11,-143.892,59.7728,122,56,27.18,1,0.01,E,2.04,0.63,125.03,9.51,1.16,1.11,1
SKQ201810S,CS2,B,2018-04-28T20:03:41,-143.892,59.7728,122,56,4.76,5,0.05,E,1.19,0.49,124.12,9.54,1.09,0.12,1
SKQ201810S,CS2,B,2018-04-28T20:03:41,-143.892,59.7728,122,56,4.76,5,0.05,U,1.19,0.49,132.97,0,1.08,0.52,1
SKQ201810S,CS4,B,2018-04-29T19:46:02,-143.8917,59.4407,2037,64,4.01,6,1,E,1.58,0.56,197.57,9.48,2.38,30.45,1
SKQ201810S,CS4,B,2018-04-29T19:45:28,-143.8917,59.4407,2037,64,4.4,5,0.5,E,1.57,0.5,217.93,9.48,2.26,30.54,1
SKQ201810S,CS4,B,2018-04-29T19:43:55,-143.8917,59.4407,2037,64,7.12,4,0.3,E,1.77,0.53,192.04,9.48,2.07,22.69,1
SKQ201810S,CS4,B,2018-04-29T19:42:24,-143.8917,59.4407,2037,64,14.43,3,0.1,E,1.57,0.5,135.37,9.48,1.70,9.91,1
SKQ201810S,CS4,B,2018-04-29T19:39:52,-143.8917,59.4407,2037,64,18.41,2,0.05,E,1.51,0.63,130.18,9.48,1.33,3.81,1
SKQ201810S,CS4,B,2018-04-29T19:37:58,-143.8917,59.4407,2037,64,28.6,1,0.01,E,1,0.75,67.86,9.47,1.14,0.45,1
SKQ201810S,CS4,B,2018-04-29T19:45:28,-143.8917,59.4407,2037,64,4.4,5,0.5,E,1.57,0.5,132.49,9.48,1.09,0.12,1
SKQ201810S,CS4,B,2018-04-29T19:45:28,-143.8917,59.4407,2037,64,4.4,5,0.5,U,1.57,0.5,179.65,0,1.08,0.38,1
SKQ201810S,GAK15,B,2018-04-30T18:36:13,-147.4983,57.7918,4541,67,4.24,5,1,E,0.82,0.24,150.87,9.39,2.85,33.06,1
SKQ201810S,GAK15,B,2018-04-30T18:35:27,-147.4983,57.7918,4541,67,6.14,4,0.5,E,0.86,0.32,135.68,9.39,2.70,27.19,1
SKQ201810S,GAK15,B,2018-04-30T18:34:17,-147.4983,57.7918,4541,67,9.4,3,0.3,E,0.63,0.23,104.94,9.38,2.34,16.39,1
SKQ201810S,GAK15,B,2018-04-30T18:32:38,-147.4983,57.7918,4541,67,18.56,2,0.1,E,0.34,0.17,73.68,9.38,1.59,4.68,1
SKQ201810S,GAK15,B,2018-04-30T18:31:40,-147.4983,57.7918,4541,67,24.96,1,0.05,E,0.32,0.2,64.83,9.38,1.30,1.77,1
SKQ201810S,GAK15,B,2018-04-30T18:35:27,-147.4983,57.7918,4541,67,6.14,4,0.5,E,0.86,0.32,96.56,9.39,1.09,0.09,1
SKQ201810S,GAK15,B,2018-04-30T18:35:27,-147.4983,57.7918,4541,67,6.14,4,0.5,U,0.86,0.32,122.03,0,1.08,0.28,1
SKQ201810S,GAK9,B,2018-05-02T17:34:34,-148.3475,58.6772,277,78,3.72,5,1,E,1,0.52,312.53,9.46,1.61,19.8,1
SKQ201810S,GAK9,B,2018-05-02T17:32:52,-148.3475,58.6772,277,78,6.5,4,0.5,E,0.95,0.54,135.68,9.46,2.48,22.97,1
SKQ201810S,GAK9,B,2018-05-02T17:31:33,-148.3475,58.6772,277,78,11.15,3,0.3,E,0.94,0.45,134.15,9.46,2.55,23.9,1
SKQ201810S,GAK9,B,2018-05-02T17:29:12,-148.3475,58.6772,277,78,22.51,2,0.1,E,0.88,0.56,121.53,9.46,2.24,17,1
SKQ201810S,GAK9,B,2018-05-02T17:27:45,-148.3475,58.6772,277,78,28.16,1,0.05,E,0.96,0.63,108.29,9.46,1.61,6.87,1
SKQ201810S,GAK9,B,2018-05-02T17:32:52,-148.3475,58.6772,277,78,6.5,4,0.5,E,0.95,0.54,98.69,9.46,1.10,0.21,1
SKQ201810S,GAK9,B,2018-05-02T17:32:52,-148.3475,58.6772,277,78,6.5,4,0.5,U,0.95,0.54,115.09,0,1.08,1.06,1
SKQ201810S,GAK5,B,2018-05-03T18:04:12,-148.9087,59.2618,167,82,4.89,5,1,E,0.72,0.7,141.75,9.52,1.99,15.49,1
SKQ201810S,GAK5,B,2018-05-03T18:02:45,-148.9087,59.2618,167,82,5.87,4,0.5,E,1.06,0.45,123.2,9.51,2.20,16.63,1
SKQ201810S,GAK5,B,2018-05-03T18:01:36,-148.9087,59.2618,167,82,10.27,3,0.3,E,1.25,0.75,109.66,9.5,2.23,15.18,1
SKQ201810S,GAK5,B,2018-05-03T18:00:14,-148.9087,59.2618,167,82,18.01,2,0.1,E,1.19,1.04,119.86,9.5,1.88,11.59,1
SKQ201810S,GAK5,B,2018-05-03T17:59:14,-148.9087,59.2618,167,82,24.4,1,0.05,E,1.36,1.01,249.28,9.5,1.21,3.96,1
SKQ201810S,GAK5,B,2018-05-03T18:02:45,-148.9087,59.2618,167,82,5.87,4,0.5,E,1.06,0.45,92.9,9.51,1.09,0.14,1
SKQ201810S,GAK5,B,2018-05-03T18:02:45,-148.9087,59.2618,167,82,5.87,4,0.5,U,1.06,0.45,114.65,0,1.08,0.9,1
SKQ201810S,GAK1,B,2018-05-04T18:15:59,-149.4685,59.8482,268,88,4.86,5,1,E,0.73,0.32,197.88,9.73,1.66,13.61,1
SKQ201810S,GAK1,B,2018-05-04T18:14:36,-149.4685,59.8482,268,88,7.94,3,0.3,E,0.77,0.37,122.14,9.73,1.57,7.1,1
SKQ201810S,GAK1,B,2018-05-04T18:13:35,-149.4685,59.8482,268,88,15.47,2,0.1,E,0.32,0.22,144.79,9.73,1.46,6.53,1
SKQ201810S,GAK1,B,2018-05-04T18:12:29,-149.4685,59.8482,268,88,18.64,1,0.05,E,0.51,0.25,81.16,9.71,1.43,3.34,1
SKQ201810S,GAK1,B,2018-05-04T18:15:34,-149.4685,59.8482,268,88,3.98,4,0.5,E,0.73,0.37,86.95,9.73,1.15,0.69,1
SKQ201810S,GAK1,B,2018-05-04T18:15:34,-149.4685,59.8482,268,88,3.98,4,0.5,U,0.73,0.37,104.11,0,1.08,5.04,1
